fecha,tipo,nro_sesion,nro_reunion,url
13-10-1992,EXTRAORDINARIA,02,31,https://www.senado.gov.ar/parlamentario/sesiones/13-10-1992/31/downloadTac
13-10-1992,EXTRAORDINARIA,01,30,https://www.senado.gov.ar/parlamentario/sesiones/13-10-1992/30/downloadTac
30-09-1992,ORDINARIA CONTINUACIÓN,16,29,https://www.senado.gov.ar/parlamentario/sesiones/30-09-1992/29/downloadTac
29-09-1992,ORDINARIA CONTINUACIÓN,16,28,https://www.senado.gov.ar/parlamentario/sesiones/29-09-1992/28/downloadTac
24-09-1992,ORDINARIA CONTINUACIÓN,16,27,https://www.senado.gov.ar/parlamentario/sesiones/24-09-1992/27/downloadTac
23-09-1992,TRIBUNAL DE JUICIO POLITICO,07,26,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1992/26/downloadTac
23-09-1992,ORDINARIA,16,25,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1992/25/downloadTac
09-09-1992,ORDINARIA,15,24,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1992/24/downloadTac
02-09-1992,ORDINARIA,14,23,https://www.senado.gov.ar/parlamentario/sesiones/02-09-1992/23/downloadTac
26-08-1992,ORDINARIA,13,22,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1992/22/downloadTac
20-08-1992,ESPECIAL EN MINORÍA,00,20,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1992/20/downloadTac
20-08-1992,ORDINARIA,12,21,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1992/21/downloadTac
19-08-1992,TRIBUNAL DE JUICIO POLITICO,06,19,https://www.senado.gov.ar/parlamentario/sesiones/19-08-1992/19/downloadTac
19-08-1992,ORDINARIA,11,18,https://www.senado.gov.ar/parlamentario/sesiones/19-08-1992/18/downloadTac
12-08-1992,ORDINARIA,10,17,https://www.senado.gov.ar/parlamentario/sesiones/12-08-1992/17/downloadTac
11-08-1992,ESPECIAL EN MINORÍA,00,16,https://www.senado.gov.ar/parlamentario/sesiones/11-08-1992/16/downloadTac
05-08-1992,TRIBUNAL DE JUICIO POLITICO,01,15,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1992/15/downloadTac
05-08-1992,ORDINARIA CONTINUACIÓN,09,14,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1992/14/downloadTac
01-07-1992,TRIBUNAL DE JUICIO POLITICO,05,13,https://www.senado.gov.ar/parlamentario/sesiones/01-07-1992/13/downloadTac
01-07-1992,ORDINARIA,09,12,https://www.senado.gov.ar/parlamentario/sesiones/01-07-1992/12/downloadTac
25-06-1992,ORDINARIA,08,11,https://www.senado.gov.ar/parlamentario/sesiones/25-06-1992/11/downloadTac
24-06-1992,ORDINARIA,07,10,https://www.senado.gov.ar/parlamentario/sesiones/24-06-1992/10/downloadTac
17-06-1992,ORDINARIA,06,09,https://www.senado.gov.ar/parlamentario/sesiones/17-06-1992/09/downloadTac
10-06-1992,TRIBUNAL DE JUICIO POLITICO,04,08,https://www.senado.gov.ar/parlamentario/sesiones/10-06-1992/08/downloadTac
10-06-1992,ORDINARIA,05,07,https://www.senado.gov.ar/parlamentario/sesiones/10-06-1992/07/downloadTac
03-06-1992,ORDINARIA,04,06,https://www.senado.gov.ar/parlamentario/sesiones/03-06-1992/06/downloadTac
20-05-1992,ORDINARIA,03,05,https://www.senado.gov.ar/parlamentario/sesiones/20-05-1992/05/downloadTac
13-05-1992,ORDINARIA,02,04,https://www.senado.gov.ar/parlamentario/sesiones/13-05-1992/04/downloadTac
13-05-1992,TRIBUNAL DE JUICIO POLITICO,03,03,https://www.senado.gov.ar/parlamentario/sesiones/13-05-1992/03/downloadTac
06-05-1992,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/06-05-1992/02/downloadTac
01-05-1992,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-05-1992/00/downloadTac
29-04-1992,EXTRAORDINARIA,09,63,https://www.senado.gov.ar/parlamentario/sesiones/29-04-1992/63/downloadTac
29-04-1992,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/29-04-1992/01/downloadTac
22-04-1992,TRIBUNAL DE JUICIO POLITICO,02,62,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1992/62/downloadTac
22-04-1992,EXTRAORDINARIA,08,61,https://www.senado.gov.ar/parlamentario/sesiones/22-04-1992/61/downloadTac
08-04-1992,EXTRAORDINARIA,07,60,https://www.senado.gov.ar/parlamentario/sesiones/08-04-1992/60/downloadTac
01-04-1992,EXTRAORDINARIA,06,59,https://www.senado.gov.ar/parlamentario/sesiones/01-04-1992/59/downloadTac
26-03-1992,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/26-03-1992/00/downloadTac
25-03-1992,EXTRAORDINARIA,05,57,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1992/57/downloadTac
25-03-1992,TRIBUNAL DE JUICIO POLITICO,01,58,https://www.senado.gov.ar/parlamentario/sesiones/25-03-1992/58/downloadTac
18-03-1992,EXTRAORDINARIA,04,56,https://www.senado.gov.ar/parlamentario/sesiones/18-03-1992/56/downloadTac
11-03-1992,EXTRAORDINARIA,03,55,https://www.senado.gov.ar/parlamentario/sesiones/11-03-1992/55/downloadTac
04-03-1992,EXTRAORDINARIA,02,54,https://www.senado.gov.ar/parlamentario/sesiones/04-03-1992/54/downloadTac
26-02-1992,EXTRAORDINARIA,01,53,https://www.senado.gov.ar/parlamentario/sesiones/26-02-1992/53/downloadTac
20-12-1991,ORDINARIA CONTINUACIÓN,25,52,https://www.senado.gov.ar/parlamentario/sesiones/20-12-1991/52/downloadTac
19-12-1991,ORDINARIA CONTINUACIÓN,25,51,https://www.senado.gov.ar/parlamentario/sesiones/19-12-1991/51/downloadTac
18-12-1991,ORDINARIA,25,50,https://www.senado.gov.ar/parlamentario/sesiones/18-12-1991/50/downloadTac
17-12-1991,ORDINARIA,24,49,https://www.senado.gov.ar/parlamentario/sesiones/17-12-1991/49/downloadTac
05-12-1991,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/05-12-1991/00/downloadTac
05-12-1991,ORDINARIA CONTINUACIÓN,23,48,https://www.senado.gov.ar/parlamentario/sesiones/05-12-1991/48/downloadTac
04-12-1991,ORDINARIA,23,47,https://www.senado.gov.ar/parlamentario/sesiones/04-12-1991/47/downloadTac
28-11-1991,ORDINARIA CONTINUACIÓN,22,46,https://www.senado.gov.ar/parlamentario/sesiones/28-11-1991/46/downloadTac
27-11-1991,ORDINARIA,22,45,https://www.senado.gov.ar/parlamentario/sesiones/27-11-1991/45/downloadTac
21-11-1991,EN MINORÍA,00,44,https://www.senado.gov.ar/parlamentario/sesiones/21-11-1991/44/downloadTac
20-11-1991,ORDINARIA,21,43,https://www.senado.gov.ar/parlamentario/sesiones/20-11-1991/43/downloadTac
14-11-1991,ORDINARIA CONTINUACIÓN,20,42,https://www.senado.gov.ar/parlamentario/sesiones/14-11-1991/42/downloadTac
13-11-1991,ORDINARIA,20,41,https://www.senado.gov.ar/parlamentario/sesiones/13-11-1991/41/downloadTac
08-11-1991,ORDINARIA CONTINUACIÓN,19,40,https://www.senado.gov.ar/parlamentario/sesiones/08-11-1991/40/downloadTac
07-11-1991,ORDINARIA CONTINUACIÓN,19,39,https://www.senado.gov.ar/parlamentario/sesiones/07-11-1991/39/downloadTac
06-11-1991,ORDINARIA,19,38,https://www.senado.gov.ar/parlamentario/sesiones/06-11-1991/38/downloadTac
31-10-1991,ORDINARIA CONTINUACIÓN,18,37,https://www.senado.gov.ar/parlamentario/sesiones/31-10-1991/37/downloadTac
30-10-1991,ORDINARIA,18,36,https://www.senado.gov.ar/parlamentario/sesiones/30-10-1991/36/downloadTac
15-10-1991,TRIBUNAL DE JUICIO POLITICO,14,35,https://www.senado.gov.ar/parlamentario/sesiones/15-10-1991/35/downloadTac
08-10-1991,TRIBUNAL DE JUICIO POLITICO,13,34,https://www.senado.gov.ar/parlamentario/sesiones/08-10-1991/34/downloadTac
02-10-1991,ORDINARIA,17,33,https://www.senado.gov.ar/parlamentario/sesiones/02-10-1991/33/downloadTac
24-09-1991,TRIBUNAL DE JUICIO POLITICO,12,32,https://www.senado.gov.ar/parlamentario/sesiones/24-09-1991/32/downloadTac
23-09-1991,TRIBUNAL DE JUICIO POLITICO,11,31,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1991/31/downloadTac
18-09-1991,ORDINARIA,16,30,https://www.senado.gov.ar/parlamentario/sesiones/18-09-1991/30/downloadTac
11-09-1991,ORDINARIA,15,29,https://www.senado.gov.ar/parlamentario/sesiones/11-09-1991/29/downloadTac
29-08-1991,TRIBUNAL DE JUICIO POLITICO,10,28,https://www.senado.gov.ar/parlamentario/sesiones/29-08-1991/28/downloadTac
28-08-1991,TRIBUNAL DE JUICIO POLITICO,09,27,https://www.senado.gov.ar/parlamentario/sesiones/28-08-1991/27/downloadTac
27-08-1991,TRIBUNAL DE JUICIO POLITICO,09,26,https://www.senado.gov.ar/parlamentario/sesiones/27-08-1991/26/downloadTac
26-08-1991,TRIBUNAL DE JUICIO POLITICO,09,25,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1991/25/downloadTac
22-08-1991,ORDINARIA CONTINUACIÓN,14,24,https://www.senado.gov.ar/parlamentario/sesiones/22-08-1991/24/downloadTac
21-08-1991,ORDINARIA,13,22,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1991/22/downloadTac
21-08-1991,ORDINARIA,14,23,https://www.senado.gov.ar/parlamentario/sesiones/21-08-1991/23/downloadTac
20-08-1991,TRIBUNAL DE JUICIO POLITICO,08,20,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1991/20/downloadTac
20-08-1991,ORDINARIA,12,21,https://www.senado.gov.ar/parlamentario/sesiones/20-08-1991/21/downloadTac
19-08-1991,TRIBUNAL DE JUICIO POLITICO,07,19,https://www.senado.gov.ar/parlamentario/sesiones/19-08-1991/19/downloadTac
14-08-1991,ORDINARIA,11,18,https://www.senado.gov.ar/parlamentario/sesiones/14-08-1991/18/downloadTac
01-08-1991,ORDINARIA,10,17,https://www.senado.gov.ar/parlamentario/sesiones/01-08-1991/17/downloadTac
01-08-1991,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-08-1991/00/downloadTac
24-07-1991,ORDINARIA,09,16,https://www.senado.gov.ar/parlamentario/sesiones/24-07-1991/16/downloadTac
04-07-1991,ORDINARIA,08,15,https://www.senado.gov.ar/parlamentario/sesiones/04-07-1991/15/downloadTac
26-06-1991,TRIBUNAL DE JUICIO POLITICO,06,14,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1991/14/downloadTac
26-06-1991,ORDINARIA,07,13,https://www.senado.gov.ar/parlamentario/sesiones/26-06-1991/13/downloadTac
20-06-1991,ORDINARIA,06,12,https://www.senado.gov.ar/parlamentario/sesiones/20-06-1991/12/downloadTac
13-06-1991,ORDINARIA,05,11,https://www.senado.gov.ar/parlamentario/sesiones/13-06-1991/11/downloadTac
06-06-1991,ORDINARIA,04,10,https://www.senado.gov.ar/parlamentario/sesiones/06-06-1991/10/downloadTac
29-05-1991,TRIBUNAL DE JUICIO POLITICO,05,08,https://www.senado.gov.ar/parlamentario/sesiones/29-05-1991/08/downloadTac
29-05-1991,ORDINARIA,03,09,https://www.senado.gov.ar/parlamentario/sesiones/29-05-1991/09/downloadTac
23-05-1991,ORDINARIA,02,07,https://www.senado.gov.ar/parlamentario/sesiones/23-05-1991/07/downloadTac
23-05-1991,TRIBUNAL DE JUICIO POLITICO,05,06,https://www.senado.gov.ar/parlamentario/sesiones/23-05-1991/06/downloadTac
22-05-1991,TRIBUNAL DE JUICIO POLITICO,05,04,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1991/04/downloadTac
22-05-1991,EN MINORÍA,00,05,https://www.senado.gov.ar/parlamentario/sesiones/22-05-1991/05/downloadTac
08-05-1991,TRIBUNAL DE JUICIO POLITICO,04,02,https://www.senado.gov.ar/parlamentario/sesiones/08-05-1991/02/downloadTac
08-05-1991,ORDINARIA,01,03,https://www.senado.gov.ar/parlamentario/sesiones/08-05-1991/03/downloadTac
01-05-1991,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-05-1991/00/downloadTac
24-04-1991,PREPARATORIA,01,01,https://www.senado.gov.ar/parlamentario/sesiones/24-04-1991/01/downloadTac
18-04-1991,EXTRAORDINARIA,17,60,https://www.senado.gov.ar/parlamentario/sesiones/18-04-1991/60/downloadTac
17-04-1991,EXTRAORDINARIA,16,59,https://www.senado.gov.ar/parlamentario/sesiones/17-04-1991/59/downloadTac
10-04-1991,TRIBUNAL DE JUICIO POLITICO,03,57,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1991/57/downloadTac
10-04-1991,EXTRAORDINARIA,15,58,https://www.senado.gov.ar/parlamentario/sesiones/10-04-1991/58/downloadTac
03-04-1991,EN MINORÍA,00,56,https://www.senado.gov.ar/parlamentario/sesiones/03-04-1991/56/downloadTac
03-04-1991,TRIBUNAL DE JUICIO POLITICO,00,55,https://www.senado.gov.ar/parlamentario/sesiones/03-04-1991/55/downloadTac
22-03-1991,ESPECIAL EXTRAORDINARIA,14,54,https://www.senado.gov.ar/parlamentario/sesiones/22-03-1991/54/downloadTac
21-03-1991,EXTRAORDINARIA CONTINUACIÓN,11,53,https://www.senado.gov.ar/parlamentario/sesiones/21-03-1991/53/downloadTac
20-03-1991,TRIBUNAL DE JUICIO POLITICO,02,52,https://www.senado.gov.ar/parlamentario/sesiones/20-03-1991/52/downloadTac
14-03-1991,EXTRAORDINARIA CONTINUACIÓN,13,51,https://www.senado.gov.ar/parlamentario/sesiones/14-03-1991/51/downloadTac
14-03-1991,EXTRAORDINARIA CONTINUACIÓN,11,50,https://www.senado.gov.ar/parlamentario/sesiones/14-03-1991/50/downloadTac
13-03-1991,TRIBUNAL DE JUICIO POLITICO,02,48,https://www.senado.gov.ar/parlamentario/sesiones/13-03-1991/48/downloadTac
13-03-1991,EXTRAORDINARIA,13,49,https://www.senado.gov.ar/parlamentario/sesiones/13-03-1991/49/downloadTac
07-03-1991,EXTRAORDINARIA CONTINUACIÓN,11,47,https://www.senado.gov.ar/parlamentario/sesiones/07-03-1991/47/downloadTac
06-03-1991,EXTRAORDINARIA,12,46,https://www.senado.gov.ar/parlamentario/sesiones/06-03-1991/46/downloadTac
28-02-1991,EXTRAORDINARIA,11,45,https://www.senado.gov.ar/parlamentario/sesiones/28-02-1991/45/downloadTac
27-02-1991,TRIBUNAL DE JUICIO POLITICO,02,44,https://www.senado.gov.ar/parlamentario/sesiones/27-02-1991/44/downloadTac
27-02-1991,EXTRAORDINARIA,10,43,https://www.senado.gov.ar/parlamentario/sesiones/27-02-1991/43/downloadTac
16-02-1991,ESPECIAL EXTRAORDINARIA,09,42,https://www.senado.gov.ar/parlamentario/sesiones/16-02-1991/42/downloadTac
14-02-1991,EXTRAORDINARIA,08,40,https://www.senado.gov.ar/parlamentario/sesiones/14-02-1991/40/downloadTac
14-02-1991,TRIBUNAL DE JUICIO POLITICO,01,41,https://www.senado.gov.ar/parlamentario/sesiones/14-02-1991/41/downloadTac
13-02-1991,TRIBUNAL DE JUICIO POLITICO,00,38,https://www.senado.gov.ar/parlamentario/sesiones/13-02-1991/38/downloadTac
13-02-1991,EN MINORÍA,00,39,https://www.senado.gov.ar/parlamentario/sesiones/13-02-1991/39/downloadTac
06-02-1991,EXTRAORDINARIA,07,37,https://www.senado.gov.ar/parlamentario/sesiones/06-02-1991/37/downloadTac
18-01-1991,EXTRAORDINARIA,06,36,https://www.senado.gov.ar/parlamentario/sesiones/18-01-1991/36/downloadTac
17-01-1991,ESPECIAL EXTRAORDINARIA,05,35,https://www.senado.gov.ar/parlamentario/sesiones/17-01-1991/35/downloadTac
19-12-1990,TRIBUNAL DE JUICIO POLITICO,00,34,https://www.senado.gov.ar/parlamentario/sesiones/19-12-1990/34/downloadTac
19-12-1990,EXTRAORDINARIA,04,33,https://www.senado.gov.ar/parlamentario/sesiones/19-12-1990/33/downloadTac
12-12-1990,EXTRAORDINARIA,03,32,https://www.senado.gov.ar/parlamentario/sesiones/12-12-1990/32/downloadTac
05-12-1990,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/05-12-1990/00/downloadTac
03-12-1990,ESPECIAL EXTRAORDINARIA,02,31,https://www.senado.gov.ar/parlamentario/sesiones/03-12-1990/31/downloadTac
29-11-1990,EXTRAORDINARIA,01,30,https://www.senado.gov.ar/parlamentario/sesiones/29-11-1990/30/downloadTac
28-09-1990,ORDINARIA CONTINUACIÓN,21,29,https://www.senado.gov.ar/parlamentario/sesiones/28-09-1990/29/downloadTac
27-09-1990,ORDINARIA CONTINUACIÓN,21,28,https://www.senado.gov.ar/parlamentario/sesiones/27-09-1990/28/downloadTac
26-09-1990,ORDINARIA,21,27,https://www.senado.gov.ar/parlamentario/sesiones/26-09-1990/27/downloadTac
20-09-1990,ORDINARIA,20,26,https://www.senado.gov.ar/parlamentario/sesiones/20-09-1990/26/downloadTac
19-09-1990,ORDINARIA,19,25,https://www.senado.gov.ar/parlamentario/sesiones/19-09-1990/25/downloadTac
13-09-1990,ORDINARIA CONTINUACIÓN,18,24,https://www.senado.gov.ar/parlamentario/sesiones/13-09-1990/24/downloadTac
12-09-1990,ORDINARIA,18,23,https://www.senado.gov.ar/parlamentario/sesiones/12-09-1990/23/downloadTac
06-09-1990,ORDINARIA CONTINUACIÓN,17,22,https://www.senado.gov.ar/parlamentario/sesiones/06-09-1990/22/downloadTac
05-09-1990,ORDINARIA CONTINUACIÓN,17,21,https://www.senado.gov.ar/parlamentario/sesiones/05-09-1990/21/downloadTac
29-08-1990,ORDINARIA,17,20,https://www.senado.gov.ar/parlamentario/sesiones/29-08-1990/20/downloadTac
23-08-1990,ORDINARIA CONTINUACIÓN,16,19,https://www.senado.gov.ar/parlamentario/sesiones/23-08-1990/19/downloadTac
22-08-1990,ORDINARIA,16,18,https://www.senado.gov.ar/parlamentario/sesiones/22-08-1990/18/downloadTac
16-08-1990,ORDINARIA CONTINUACIÓN,15,17,https://www.senado.gov.ar/parlamentario/sesiones/16-08-1990/17/downloadTac
15-08-1990,ORDINARIA,15,16,https://www.senado.gov.ar/parlamentario/sesiones/15-08-1990/16/downloadTac
09-08-1990,ORDINARIA,14,15,https://www.senado.gov.ar/parlamentario/sesiones/09-08-1990/15/downloadTac
08-08-1990,ORDINARIA,13,14,https://www.senado.gov.ar/parlamentario/sesiones/08-08-1990/14/downloadTac
01-08-1990,ORDINARIA,12,13,https://www.senado.gov.ar/parlamentario/sesiones/01-08-1990/13/downloadTac
11-07-1990,ORDINARIA,11,12,https://www.senado.gov.ar/parlamentario/sesiones/11-07-1990/12/downloadTac
06-07-1990,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/06-07-1990/00/downloadTac
05-07-1990,ORDINARIA,10,11,https://www.senado.gov.ar/parlamentario/sesiones/05-07-1990/11/downloadTac
04-07-1990,ORDINARIA,09,10,https://www.senado.gov.ar/parlamentario/sesiones/04-07-1990/10/downloadTac
27-06-1990,ORDINARIA,08,09,https://www.senado.gov.ar/parlamentario/sesiones/27-06-1990/09/downloadTac
06-06-1990,AUDIENCIA PÚBLICA,07,08,https://www.senado.gov.ar/parlamentario/sesiones/06-06-1990/08/downloadTac
30-05-1990,ORDINARIA,06,07,https://www.senado.gov.ar/parlamentario/sesiones/30-05-1990/07/downloadTac
23-05-1990,ORDINARIA,05,06,https://www.senado.gov.ar/parlamentario/sesiones/23-05-1990/06/downloadTac
23-05-1990,ORDINARIA,04,05,https://www.senado.gov.ar/parlamentario/sesiones/23-05-1990/05/downloadTac
16-05-1990,ORDINARIA,03,04,https://www.senado.gov.ar/parlamentario/sesiones/16-05-1990/04/downloadTac
09-05-1990,ORDINARIA,02,03,https://www.senado.gov.ar/parlamentario/sesiones/09-05-1990/03/downloadTac
03-05-1990,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/03-05-1990/02/downloadTac
01-05-1990,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-05-1990/00/downloadTac
26-04-1990,EXTRAORDINARIA,16,39,https://www.senado.gov.ar/parlamentario/sesiones/26-04-1990/39/downloadTac
26-04-1990,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/26-04-1990/01/downloadTac
28-03-1990,EXTRAORDINARIA,15,38,https://www.senado.gov.ar/parlamentario/sesiones/28-03-1990/38/downloadTac
22-03-1990,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/22-03-1990/00/downloadTac
13-03-1990,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/13-03-1990/00/downloadTac
08-03-1990,EXTRAORDINARIA,13,36,https://www.senado.gov.ar/parlamentario/sesiones/08-03-1990/36/downloadTac
08-03-1990,EXTRAORDINARIA,14,37,https://www.senado.gov.ar/parlamentario/sesiones/08-03-1990/37/downloadTac
22-02-1990,EXTRAORDINARIA,12,35,https://www.senado.gov.ar/parlamentario/sesiones/22-02-1990/35/downloadTac
07-02-1990,EXTRAORDINARIA,11,34,https://www.senado.gov.ar/parlamentario/sesiones/07-02-1990/34/downloadTac
01-02-1990,EXTRAORDINARIA,10,33,https://www.senado.gov.ar/parlamentario/sesiones/01-02-1990/33/downloadTac
31-01-1990,EXTRAORDINARIA,10,32,https://www.senado.gov.ar/parlamentario/sesiones/31-01-1990/32/downloadTac
28-12-1989,EXTRAORDINARIA,09,31,https://www.senado.gov.ar/parlamentario/sesiones/28-12-1989/31/downloadTac
27-12-1989,EXTRAORDINARIA,08,30,https://www.senado.gov.ar/parlamentario/sesiones/27-12-1989/30/downloadTac
21-12-1989,EXTRAORDINARIA,07,29,https://www.senado.gov.ar/parlamentario/sesiones/21-12-1989/29/downloadTac
20-12-1989,EXTRAORDINARIA,06,28,https://www.senado.gov.ar/parlamentario/sesiones/20-12-1989/28/downloadTac
13-12-1989,EXTRAORDINARIA,05,27,https://www.senado.gov.ar/parlamentario/sesiones/13-12-1989/27/downloadTac
07-12-1989,EXTRAORDINARIA,04,26,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1989/26/downloadTac
06-12-1989,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/06-12-1989/00/downloadTac
06-12-1989,ESPECIAL EXTRAORDINARIA,03,25,https://www.senado.gov.ar/parlamentario/sesiones/06-12-1989/25/downloadTac
29-11-1989,ESPECIAL EXTRAORDINARIA,02,24,https://www.senado.gov.ar/parlamentario/sesiones/29-11-1989/24/downloadTac
22-11-1989,EXTRAORDINARIA,01,23,https://www.senado.gov.ar/parlamentario/sesiones/22-11-1989/23/downloadTac
28-09-1989,ORDINARIA CONTINUACIÓN,18,22,https://www.senado.gov.ar/parlamentario/sesiones/28-09-1989/22/downloadTac
27-09-1989,ORDINARIA,18,21,https://www.senado.gov.ar/parlamentario/sesiones/27-09-1989/21/downloadTac
21-09-1989,ORDINARIA,17,20,https://www.senado.gov.ar/parlamentario/sesiones/21-09-1989/20/downloadTac
20-09-1989,ORDINARIA,16,19,https://www.senado.gov.ar/parlamentario/sesiones/20-09-1989/19/downloadTac
13-09-1989,ORDINARIA,15,18,https://www.senado.gov.ar/parlamentario/sesiones/13-09-1989/18/downloadTac
06-09-1989,ORDINARIA CONTINUACIÓN,13,16,https://www.senado.gov.ar/parlamentario/sesiones/06-09-1989/16/downloadTac
06-09-1989,ORDINARIA,14,17,https://www.senado.gov.ar/parlamentario/sesiones/06-09-1989/17/downloadTac
31-08-1989,ORDINARIA,13,15,https://www.senado.gov.ar/parlamentario/sesiones/31-08-1989/15/downloadTac
23-08-1989,ORDINARIA,12,14,https://www.senado.gov.ar/parlamentario/sesiones/23-08-1989/14/downloadTac
15-08-1989,ORDINARIA,11,13,https://www.senado.gov.ar/parlamentario/sesiones/15-08-1989/13/downloadTac
08-08-1989,ORDINARIA CONTINUACIÓN,10,12,https://www.senado.gov.ar/parlamentario/sesiones/08-08-1989/12/downloadTac
03-08-1989,ORDINARIA,10,11,https://www.senado.gov.ar/parlamentario/sesiones/03-08-1989/11/downloadTac
26-07-1989,ORDINARIA,09,10,https://www.senado.gov.ar/parlamentario/sesiones/26-07-1989/10/downloadTac
19-07-1989,ORDINARIA,08,09,https://www.senado.gov.ar/parlamentario/sesiones/19-07-1989/09/downloadTac
08-07-1989,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/08-07-1989/00/downloadTac
07-07-1989,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/07-07-1989/00/downloadTac
29-06-1989,ORDINARIA,07,08,https://www.senado.gov.ar/parlamentario/sesiones/29-06-1989/08/downloadTac
14-06-1989,ORDINARIA,06,07,https://www.senado.gov.ar/parlamentario/sesiones/14-06-1989/07/downloadTac
08-06-1989,ORDINARIA,05,06,https://www.senado.gov.ar/parlamentario/sesiones/08-06-1989/06/downloadTac
07-06-1989,ORDINARIA,04,05,https://www.senado.gov.ar/parlamentario/sesiones/07-06-1989/05/downloadTac
01-06-1989,ORDINARIA,03,04,https://www.senado.gov.ar/parlamentario/sesiones/01-06-1989/04/downloadTac
31-05-1989,PREPARATORIA,00,02,https://www.senado.gov.ar/parlamentario/sesiones/31-05-1989/02/downloadTac
31-05-1989,ORDINARIA,02,03,https://www.senado.gov.ar/parlamentario/sesiones/31-05-1989/03/downloadTac
30-05-1989,ORDINARIA,01,01,https://www.senado.gov.ar/parlamentario/sesiones/30-05-1989/01/downloadTac
01-05-1989,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-05-1989/00/downloadTac
02-03-1989,EXTRAORDINARIA,06,40,https://www.senado.gov.ar/parlamentario/sesiones/02-03-1989/40/downloadTac
22-02-1989,ESPECIAL,00,39,https://www.senado.gov.ar/parlamentario/sesiones/22-02-1989/39/downloadTac
01-02-1989,REUNIÓN CONJ.AMBAS CÁMARAS,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-02-1989/00/downloadTac
29-12-1988,EXTRAORDINARIA CONTINUACIÓN,05,38,https://www.senado.gov.ar/parlamentario/sesiones/29-12-1988/38/downloadTac
28-12-1988,EXTRAORDINARIA CONTINUACIÓN,05,37,https://www.senado.gov.ar/parlamentario/sesiones/28-12-1988/37/downloadTac
27-12-1988,ESPECIAL EXTRAORDINARIA,05,36,https://www.senado.gov.ar/parlamentario/sesiones/27-12-1988/36/downloadTac
22-12-1988,EXTRAORDINARIA,04,35,https://www.senado.gov.ar/parlamentario/sesiones/22-12-1988/35/downloadTac
21-12-1988,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/21-12-1988/00/downloadTac
15-12-1988,EN MINORÍA,0,34,https://www.senado.gov.ar/parlamentario/sesiones/15-12-1988/34/downloadTac
30-11-1988,ESPECIAL EXTRAORDINARIA,3,33,https://www.senado.gov.ar/parlamentario/sesiones/30-11-1988/33/downloadTac
23-11-1988,EXTRAORDINARIA,02,32,https://www.senado.gov.ar/parlamentario/sesiones/23-11-1988/32/downloadTac
26-10-1988,EXTRAORDINARIA,01,31,https://www.senado.gov.ar/parlamentario/sesiones/26-10-1988/31/downloadTac
29-09-1988,ORDINARIA,17,30,https://www.senado.gov.ar/parlamentario/sesiones/29-09-1988/30/downloadTac
28-09-1988,ORDINARIA CONTINUACIÓN,17,29,https://www.senado.gov.ar/parlamentario/sesiones/28-09-1988/29/downloadTac
27-09-1988,ORDINARIA CONTINUACIÓN,17,28,https://www.senado.gov.ar/parlamentario/sesiones/27-09-1988/28/downloadTac
